station dans rayon,station atteintes
399,None
400,400
2637,2637
2638,None
2643,2643
2644,None
407,407
408,408
410,None
409,409
412,None
411,411
413,413
414,414
415,415
416,None
2608,None
2609,2609
155,155
17,17
403,403
404,404
405,405
406,406
1267,1267
1266,1266
159,159
18,18
734,734
733,733
739,739
740,740
728,728
729,729
738,738
737,737
730,730
731,731
736,736
735,735
435,435
434,434
436,None
437,437
438,438
439,439
440,440
441,441
444,444
445,445
442,442
443,443
447,447
446,446
448,448
22,22
177,None
172,172
105,105
578,None
579,579
183,183
87,87
580,None
31,31
529,529
530,530
532,532
531,531
161,161
97,97
534,534
35,35
163,163
165,165
2260,None
589,589
588,588
600,600
601,None
584,584
583,583
602,602
603,603
586,586
585,585
1237,1237
595,595
594,594
597,597
596,596
582,582
581,581
591,591
590,590
592,592
593,593
151,151
156,156
154,154
42,42
130,130
153,153
598,598
599,599
653,None
654,654
656,None
657,657
660,660
659,659
178,178
95,95
787,787
786,786
788,788
278,278
261,261
276,276
263,263
359,359
370,370
355,355
374,374
690,690
691,691
1260,1260
1261,1261
277,277
262,262
356,356
373,373
371,371
357,357
372,372
686,686
54,54
576,None
577,577
313,313
318,318
772,772
773,773
769,769
768,768
312,312
319,319
781,781
780,780
774,774
775,775
779,779
778,778
776,776
777,777
315,315
316,316
791,791
790,790
770,770
96,96
771,771
106,106
792,792
86,86
784,784
69,69
70,70
785,785
71,71
170,170
795,795
72,72
162,162
90,90
167,167
147,147
166,166
89,89
800,800
801,None
816,None
817,817
802,None
803,803
818,818
819,819
804,804
805,805
820,820
821,821
281,281
258,258
822,None
823,823
806,None
807,807
2614,2614
2615,2615
809,809
810,810
260,260
279,279
812,None
811,811
75,75
182,182
179,179
76,None
2606,2606
257,257
181,181
78,78
109,109
813,813
104,104
662,662
661,661
567,567
566,566
560,560
559,559
565,565
564,564
563,563
562,562
2660,None
2661,2661
558,558
157,None
139,139
158,158
369,369
361,361
840,840
841,841
307,307
324,324
310,310
321,321
311,311
320,320
834,834
833,None
835,835
836,836
366,366
364,364
363,363
367,367
845,845
844,844
309,309
322,322
793,793
173,173
365,365
174,174
103,103
175,175
124,124
1254,1254
