destination,total_time,transport,correspondance,1st_station,time_to_1st_station,walking_time,drt_time,drt_waiting_time,direct_walk_time
383,None,None,None,None,None,None,None,None,11477.857199999999
384,None,None,None,None,None,None,None,None,11472.877199999999
385,None,None,None,None,None,None,None,None,9641.222399999999
386,None,None,None,None,None,None,None,None,9644.5392
390,None,None,None,None,None,None,None,None,10725.0588
389,None,None,None,None,None,None,None,None,10730.0124
394,None,None,None,None,None,None,None,None,11866.6848
393,None,None,None,None,None,None,None,None,11868.9144
395,None,None,None,None,None,None,None,None,10314.228000000001
396,None,None,None,None,None,None,None,None,10317.5916
188,None,None,None,None,None,None,None,None,9674.916
137,None,None,None,None,None,None,None,None,9712.0068
15,None,None,None,None,None,None,None,None,11588.846399999999
387,None,None,None,None,None,None,None,None,11593.7916
571,None,None,None,None,None,None,None,None,4057.8227999999995
572,None,None,None,None,None,None,None,None,4062.6468
573,None,None,None,None,None,None,None,None,3171.0252
574,None,None,None,None,None,None,None,None,3171.6047999999996
2243,None,None,None,None,None,None,None,None,3701.8655999999996
1243,None,None,None,None,None,None,None,None,4107.486
1244,None,None,None,None,None,None,None,None,4112.0604
2252,None,None,None,None,None,None,None,None,2610.3276
2509,None,None,None,None,None,None,None,None,2600.1551999999997
490,None,None,None,None,None,None,None,None,8608.458
491,None,None,None,None,None,None,None,None,8619.0612
492,None,None,None,None,None,None,None,None,8879.9364
493,None,None,None,None,None,None,None,None,8885.2452
495,None,None,None,None,None,None,None,None,8983.7592
494,None,None,None,None,None,None,None,None,8991.8544
502,None,None,None,None,None,None,None,None,10155.4272
503,None,None,None,None,None,None,None,None,10200.9708
2560,None,None,None,None,None,None,None,None,8084.5356
2561,None,None,None,None,None,None,None,None,8073.7883999999995
29,None,None,None,None,None,None,None,None,9205.0044
7,None,None,None,None,None,None,None,None,8545.9044
506,None,None,None,None,None,None,None,None,9240.426
497,None,None,None,None,None,None,None,None,10438.4052
496,None,None,None,None,None,None,None,None,10414.6836
501,None,None,None,None,None,None,None,None,11431.7796
111,None,None,None,None,None,None,None,None,11490.2484
190,None,None,None,None,None,None,None,None,9041.7192
28,None,None,None,None,None,None,None,None,9027.8208
498,None,None,None,None,None,None,None,None,8545.9164
2260,None,None,None,None,None,None,None,None,10970.2344
549,None,None,None,None,None,None,None,None,8703.136799999998
550,None,None,None,None,None,None,None,None,8706.498
829,None,None,None,None,None,None,None,None,8152.9524
830,None,None,None,None,None,None,None,None,8163.464399999999
551,None,None,None,None,None,None,None,None,9922.8336
552,None,None,None,None,None,None,None,None,9926.8068
554,None,None,None,None,None,None,None,None,10470.482399999999
553,None,None,None,None,None,None,None,None,10451.0076
539,None,None,None,None,None,None,None,None,7419.386399999999
37,None,None,None,None,None,None,None,None,7444.605599999999
538,None,None,None,None,None,None,None,None,7146.5268
