station dans rayon,station atteintes
851,None
852,852
570,570
2245,2245
2494,2494
1243,1243
1244,None
2249,2249
2501,2501
2248,2248
2503,2503
2250,None
2505,2505
2252,None
2509,2509
578,None
579,579
183,183
87,87
580,None
31,31
2260,None
539,539
37,None
538,538
546,546
545,545
2282,2282
609,None
610,None
612,612
611,611
613,None
614,None
617,None
616,616
619,None
618,618
2284,None
2640,2640
2459,None
849,849
45,None
627,None
626,626
653,None
654,654
660,None
659,659
227,227
194,194
278,278
261,261
221,221
202,202
228,228
193,193
204,204
219,219
270,270
688,688
687,None
2611,2611
2612,2612
222,222
201,201
276,276
263,263
1258,1258
1259,1259
226,226
195,195
277,277
262,262
675,675
676,676
256,None
229,229
2566,None
2565,2565
271,271
254,254
357,None
372,None
272,None
267,267
225,225
197,197
200,200
2564,2564
681,681
682,None
203,203
220,220
266,266
273,None
265,265
274,None
382,382
269,269
1250,1250
1251,1251
52,52
53,53
2616,2616
2618,2618
2623,None
2620,2620
2624,None
2625,None
2626,None
2627,None
2628,None
2631,2631
2629,None
2630,None
1247,1247
2658,2658
2657,2657
1246,None
268,268
55,55
674,None
231,231
255,None
689,None
196,None
2383,None
2311,2311
2385,2385
2312,2312
2402,2402
2321,None
2313,None
2387,2387
2407,2407
2316,2316
2409,2409
2394,2394
2317,None
2318,None
702,702
701,None
703,None
704,None
2649,2649
2580,None
2581,2581
2583,None
2584,2584
2588,2588
2589,2589
576,None
577,577
2591,2591
716,None
717,717
2578,2578
724,None
725,None
726,726
727,727
64,64
2558,2558
65,65
186,186
92,92
187,187
136,136
2348,None
2341,2341
2424,None
2343,2343
2342,2342
2486,None
2345,2345
2488,None
2430,2430
2347,2347
2340,None
2439,2439
2336,2336
2433,None
2338,2338
2446,2446
2339,None
2463,2463
746,746
747,747
286,286
344,344
287,287
343,343
748,None
749,749
758,None
757,757
764,764
765,765
288,288
342,342
762,None
763,None
285,None
345,345
184,None
113,None
180,180
68,None
742,742
743,None
282,282
800,800
801,None
816,None
817,817
818,None
819,819
804,804
805,805
820,820
821,821
281,281
258,258
822,None
823,823
2614,2614
2615,2615
809,809
810,810
260,260
279,279
812,None
811,811
75,75
182,182
179,179
76,None
2606,2606
257,257
181,181
78,78
109,109
813,813
104,104
662,662
661,None
