station dans rayon,station atteintes
399,None
400,None
2637,None
2638,None
2643,None
2644,None
407,None
408,None
410,None
409,None
412,None
411,None
413,None
414,None
415,None
416,None
2608,None
2609,None
155,155
17,None
403,None
404,None
405,None
406,None
1267,None
1266,None
159,None
18,None
728,None
729,None
2635,None
452,None
454,None
455,None
456,None
457,None
465,None
464,None
463,None
462,None
171,None
23,None
451,None
24,None
169,None
526,None
527,None
529,None
530,None
532,None
531,None
161,None
97,None
534,None
35,None
163,None
165,None
607,None
589,None
588,None
600,None
601,None
584,None
583,None
602,None
603,None
586,None
585,None
1237,None
595,None
594,None
597,None
596,None
582,None
581,None
591,None
590,None
592,None
593,None
151,None
156,None
154,None
42,None
130,None
153,None
598,None
599,None
568,None
567,None
566,None
560,None
559,None
565,None
564,None
563,None
562,None
2660,None
2661,None
558,None
157,None
139,None
158,None
